Transaction_ID,Source_Account,Target_Account,Amount,Timestamp,Is_Synthetic_Fraud,Typology,Risk_Level,Scenario_Label
TXN_BASE_0000054,ACC_01974,ACC_02833,310.19,2025-01-01 01:11:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000055,ACC_02617,ACC_01536,275.21,2025-01-01 01:11:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000056,ACC_04242,ACC_03276,32.88,2025-01-01 01:12:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000057,ACC_03179,ACC_00784,62.11,2025-01-01 01:12:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000058,ACC_03745,ACC_03927,133.96,2025-01-01 01:13:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000059,ACC_03400,ACC_02278,290.22,2025-01-01 01:14:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000060,ACC_02489,ACC_03793,50.65,2025-01-01 01:15:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000061,ACC_02243,ACC_01668,72.04,2025-01-01 01:15:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000062,ACC_01102,ACC_00700,23.86,2025-01-01 01:16:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000063,ACC_03065,ACC_01288,21.42,2025-01-01 01:18:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000064,ACC_04074,ACC_04969,238.66,2025-01-01 01:18:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000065,ACC_00165,ACC_00779,458.28,2025-01-01 01:20:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000066,ACC_01075,ACC_02265,82.57,2025-01-01 01:20:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000067,ACC_02516,ACC_03948,300.14,2025-01-01 01:21:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000068,ACC_04843,ACC_01051,138.93,2025-01-01 01:23:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000069,ACC_00807,ACC_01411,41.51,2025-01-01 01:24:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000070,ACC_01474,ACC_04133,138.89,2025-01-01 01:25:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000071,ACC_02461,ACC_04532,570.0,2025-01-01 01:25:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000072,ACC_04096,ACC_02477,86.23,2025-01-01 01:26:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000073,ACC_00231,ACC_04455,588.5,2025-01-01 01:27:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000074,ACC_02349,ACC_02937,10.0,2025-01-01 01:27:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000075,ACC_04567,ACC_01673,241.36,2025-01-01 01:31:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000076,ACC_03976,ACC_00959,99.93,2025-01-01 01:31:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000077,ACC_02297,ACC_03429,62.88,2025-01-01 01:33:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000078,ACC_04421,ACC_03409,100.5,2025-01-01 01:34:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000079,ACC_00426,ACC_01753,10.0,2025-01-01 01:34:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000080,ACC_01298,ACC_01729,69.16,2025-01-01 01:38:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000081,ACC_03541,ACC_00611,138.18,2025-01-01 01:38:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000082,ACC_04384,ACC_02622,530.32,2025-01-01 01:39:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000083,ACC_00335,ACC_04012,48.33,2025-01-01 01:40:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000084,ACC_01823,ACC_00404,8426.3,2025-01-01 01:40:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000085,ACC_04413,ACC_03760,49.3,2025-01-01 01:41:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000086,ACC_01605,ACC_01000,270.02,2025-01-01 01:42:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000087,ACC_01343,ACC_00409,133.55,2025-01-01 01:42:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000088,ACC_00169,ACC_03821,47.67,2025-01-01 01:42:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000089,ACC_01504,ACC_03588,166.65,2025-01-01 01:45:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000090,ACC_00618,ACC_00590,101.14,2025-01-01 01:48:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000091,ACC_03530,ACC_00762,7783.5,2025-01-01 01:51:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000092,ACC_04412,ACC_03090,38.77,2025-01-01 01:51:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000093,ACC_01150,ACC_02299,60.75,2025-01-01 01:53:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000094,ACC_04054,ACC_02661,56.23,2025-01-01 01:54:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000095,ACC_03257,ACC_00611,15.55,2025-01-01 01:55:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000096,ACC_02497,ACC_02946,128.42,2025-01-01 01:55:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000097,ACC_01466,ACC_02606,123.13,2025-01-01 02:02:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000098,ACC_00698,ACC_01739,90.57,2025-01-01 02:02:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000099,ACC_01302,ACC_04523,67.93,2025-01-01 02:04:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000100,ACC_02079,ACC_02171,16.47,2025-01-01 02:08:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000101,ACC_00107,ACC_04994,54.34,2025-01-01 02:12:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000102,ACC_03611,ACC_02449,7572.15,2025-01-01 02:13:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000103,ACC_00704,ACC_02627,34.37,2025-01-01 02:14:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000104,ACC_02461,ACC_02243,74.18,2025-01-01 02:16:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000105,ACC_04151,ACC_02566,146.18,2025-01-01 02:17:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000106,ACC_01200,ACC_02122,7533.99,2025-01-01 02:18:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000107,ACC_01999,ACC_00857,111.0,2025-01-01 02:18:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000108,ACC_03197,ACC_02114,122.62,2025-01-01 02:19:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000109,ACC_04971,ACC_01651,82.32,2025-01-01 02:19:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000110,ACC_00359,ACC_00519,10.0,2025-01-01 02:20:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000111,ACC_00787,ACC_01956,87.2,2025-01-01 02:22:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000112,ACC_03246,ACC_02110,96.76,2025-01-01 02:24:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000113,ACC_03110,ACC_02326,1730.02,2025-01-01 02:24:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000114,ACC_01500,ACC_00412,71.46,2025-01-01 02:24:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000115,ACC_01924,ACC_01323,8398.53,2025-01-01 02:25:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000116,ACC_00002,ACC_04043,86.34,2025-01-01 02:25:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000117,ACC_03969,ACC_01170,22.14,2025-01-01 02:25:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000118,ACC_03039,ACC_00470,354.74,2025-01-01 02:27:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000119,ACC_02875,ACC_02369,221.92,2025-01-01 02:29:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000120,ACC_00258,ACC_01516,232.58,2025-01-01 02:32:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000121,ACC_00577,ACC_00813,30.23,2025-01-01 02:32:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000122,ACC_01340,ACC_04415,484.61,2025-01-01 02:34:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000123,ACC_01812,ACC_04481,16.74,2025-01-01 02:35:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000124,ACC_04902,ACC_01876,9858.81,2025-01-01 02:35:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000125,ACC_01100,ACC_02649,1247.06,2025-01-01 02:35:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000126,ACC_00210,ACC_00970,27.42,2025-01-01 02:35:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000127,ACC_00150,ACC_04992,45.62,2025-01-01 02:36:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000128,ACC_02314,ACC_01548,101.45,2025-01-01 02:37:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000129,ACC_04205,ACC_00026,9962.59,2025-01-01 02:40:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000130,ACC_02386,ACC_01600,14.0,2025-01-01 02:41:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000131,ACC_03183,ACC_01826,97.74,2025-01-01 02:42:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000132,ACC_04360,ACC_01721,25.16,2025-01-01 02:43:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000133,ACC_00838,ACC_00374,158.91,2025-01-01 02:45:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000134,ACC_00046,ACC_04370,29.87,2025-01-01 02:45:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000135,ACC_03157,ACC_01475,578.2,2025-01-01 02:48:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000136,ACC_01060,ACC_02471,35.17,2025-01-01 02:49:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000137,ACC_03803,ACC_00356,61.16,2025-01-01 02:57:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000138,ACC_03130,ACC_02403,238.94,2025-01-01 03:02:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000139,ACC_04464,ACC_03250,20.55,2025-01-01 03:03:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000140,ACC_01929,ACC_01780,118.27,2025-01-01 03:04:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000141,ACC_02496,ACC_01256,432.06,2025-01-01 03:06:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000142,ACC_02518,ACC_01529,13.08,2025-01-01 03:09:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000143,ACC_04613,ACC_01890,112.34,2025-01-01 03:09:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000144,ACC_01005,ACC_03214,7975.43,2025-01-01 03:10:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000145,ACC_04689,ACC_04073,230.02,2025-01-01 03:13:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000146,ACC_04091,ACC_00287,20.4,2025-01-01 03:16:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000147,ACC_00060,ACC_03326,8092.41,2025-01-01 03:16:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000148,ACC_01622,ACC_01570,168.4,2025-01-01 03:18:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000149,ACC_01906,ACC_01479,128.56,2025-01-01 03:19:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000150,ACC_02235,ACC_02917,121.58,2025-01-01 03:20:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000151,ACC_00398,ACC_04119,136.42,2025-01-01 03:21:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000152,ACC_03492,ACC_04032,39.8,2025-01-01 03:24:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000153,ACC_02616,ACC_02934,118.95,2025-01-01 03:27:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000154,ACC_02400,ACC_03189,127.96,2025-01-01 03:28:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000155,ACC_04872,ACC_00135,38.2,2025-01-01 03:29:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000156,ACC_03025,ACC_00468,844.66,2025-01-01 03:30:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000157,ACC_00320,ACC_03441,158.95,2025-01-01 03:30:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000158,ACC_03689,ACC_02561,21.55,2025-01-01 03:31:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000159,ACC_00243,ACC_00915,197.92,2025-01-01 03:31:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000160,ACC_02123,ACC_03193,27.95,2025-01-01 03:32:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000161,ACC_04412,ACC_04708,231.48,2025-01-01 03:32:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000162,ACC_03064,ACC_02241,361.52,2025-01-01 03:34:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000163,ACC_01686,ACC_01324,33.62,2025-01-01 03:34:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000164,ACC_03841,ACC_00403,286.02,2025-01-01 03:35:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000165,ACC_04477,ACC_03846,147.72,2025-01-01 03:36:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000166,ACC_01446,ACC_00219,241.4,2025-01-01 03:36:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000167,ACC_03653,ACC_03394,876.69,2025-01-01 03:37:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000168,ACC_03889,ACC_02943,67.06,2025-01-01 03:37:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000169,ACC_04415,ACC_01041,36.43,2025-01-01 03:38:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000170,ACC_01303,ACC_04841,30.96,2025-01-01 03:40:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000171,ACC_00213,ACC_02073,33.82,2025-01-01 03:42:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000172,ACC_04506,ACC_01918,82.06,2025-01-01 03:43:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000173,ACC_04781,ACC_01434,135.56,2025-01-01 03:47:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000174,ACC_00541,ACC_00236,125.47,2025-01-01 03:48:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000175,ACC_03648,ACC_01317,242.89,2025-01-01 03:50:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000176,ACC_03449,ACC_01862,91.43,2025-01-01 03:51:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000177,ACC_03619,ACC_02083,515.04,2025-01-01 03:53:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000178,ACC_03070,ACC_02340,65.52,2025-01-01 03:54:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000179,ACC_01814,ACC_03526,2354.78,2025-01-01 03:55:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000180,ACC_02752,ACC_04372,190.72,2025-01-01 03:56:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000181,ACC_01763,ACC_03084,32.18,2025-01-01 03:56:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000182,ACC_04862,ACC_03533,24.9,2025-01-01 03:57:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000183,ACC_00422,ACC_01884,160.61,2025-01-01 03:57:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000184,ACC_00357,ACC_04609,68.84,2025-01-01 03:58:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000185,ACC_00648,ACC_01528,212.05,2025-01-01 03:59:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000186,ACC_00020,ACC_00250,158.84,2025-01-01 03:59:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000187,ACC_02997,ACC_01343,8825.44,2025-01-01 04:01:00,0,Counter_Leakage_Structuring,MEDIUM_RISK,Counter_Leakage_Structuring
TXN_BASE_0000188,ACC_02683,ACC_03772,32.58,2025-01-01 04:04:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000189,ACC_00554,ACC_00048,14.62,2025-01-01 04:06:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000190,ACC_01274,ACC_04135,52.68,2025-01-01 04:06:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000191,ACC_01248,ACC_00508,251.56,2025-01-01 04:07:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000192,ACC_04285,ACC_03102,116.39,2025-01-01 04:08:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000193,ACC_00771,ACC_04250,20.19,2025-01-01 04:11:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000194,ACC_04562,ACC_03174,110.81,2025-01-01 04:11:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000195,ACC_00456,ACC_04421,142.93,2025-01-01 04:13:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000196,ACC_03060,ACC_03096,31.17,2025-01-01 04:15:00,0,Standard_Retail,LOW_RISK,Standard_Retail
TXN_BASE_0000197,ACC_00262,ACC_03801,108.25,2025-01-01 04:16:00,0,Standard_Retail,LOW_RISK,Standard_Retail
