Transaction_ID,Source_Account,Target_Account,Amount,Timestamp,Is_Synthetic_Fraud,Typology
TXN_BASE_0000034,ACC_02257,ACC_02790,241.54,2025-01-01 00:43:00,0,Standard_Retail
TXN_BASE_0000035,ACC_03253,ACC_04370,20.8,2025-01-01 00:46:00,0,Standard_Retail
TXN_BASE_0000036,ACC_01476,ACC_02314,115.66,2025-01-01 00:49:00,0,Standard_Retail
TXN_BASE_0000037,ACC_04746,ACC_01109,10.0,2025-01-01 00:49:00,0,Standard_Retail
TXN_BASE_0000038,ACC_00140,ACC_03010,18.29,2025-01-01 00:51:00,0,Standard_Retail
TXN_BASE_0000039,ACC_03600,ACC_04336,114.0,2025-01-01 00:51:00,0,Standard_Retail
TXN_BASE_0000040,ACC_01447,ACC_02922,218.36,2025-01-01 00:52:00,0,Standard_Retail
TXN_BASE_0000041,ACC_01565,ACC_04459,110.57,2025-01-01 00:54:00,0,Standard_Retail
TXN_BASE_0000042,ACC_02854,ACC_02202,78.35,2025-01-01 00:56:00,0,Standard_Retail
TXN_BASE_0000043,ACC_01196,ACC_01252,62.72,2025-01-01 00:57:00,0,Standard_Retail
TXN_BASE_0000044,ACC_02491,ACC_03165,15.27,2025-01-01 00:57:00,0,Standard_Retail
TXN_BASE_0000045,ACC_02709,ACC_04455,37.95,2025-01-01 00:57:00,0,Standard_Retail
TXN_BASE_0000046,ACC_01791,ACC_01981,51.79,2025-01-01 01:00:00,0,Standard_Retail
TXN_BASE_0000047,ACC_04864,ACC_01545,320.07,2025-01-01 01:06:00,0,Standard_Retail
TXN_BASE_0000048,ACC_04340,ACC_00416,135.96,2025-01-01 01:08:00,0,Standard_Retail
TXN_BASE_0000049,ACC_04298,ACC_01901,10.85,2025-01-01 01:08:00,0,Standard_Retail
TXN_BASE_0000050,ACC_02276,ACC_04331,132.81,2025-01-01 01:08:00,0,Standard_Retail
TXN_BASE_0000051,ACC_02591,ACC_03358,56.71,2025-01-01 01:10:00,0,Standard_Retail
TXN_BASE_0000052,ACC_02470,ACC_03506,39.95,2025-01-01 01:11:00,0,Standard_Retail
TXN_BASE_0000053,ACC_01394,ACC_00933,187.54,2025-01-01 01:11:00,0,Standard_Retail
TXN_BASE_0000054,ACC_01620,ACC_00818,310.19,2025-01-01 01:12:00,0,Standard_Retail
TXN_BASE_0000055,ACC_00698,ACC_02269,275.21,2025-01-01 01:12:00,0,Standard_Retail
TXN_BASE_0000056,ACC_02327,ACC_01289,32.88,2025-01-01 01:12:00,0,Standard_Retail
TXN_BASE_0000057,ACC_03509,ACC_00714,62.11,2025-01-01 01:14:00,0,Standard_Retail
TXN_BASE_0000058,ACC_04121,ACC_00727,133.96,2025-01-01 01:14:00,0,Standard_Retail
TXN_BASE_0000059,ACC_04465,ACC_04151,290.22,2025-01-01 01:14:00,0,Standard_Retail
TXN_BASE_0000060,ACC_03706,ACC_04591,9640.6,2025-01-01 01:14:00,0,Counter_Leakage_Structuring
TXN_BASE_0000061,ACC_01627,ACC_00784,72.04,2025-01-01 01:14:00,0,Standard_Retail
TXN_BASE_0000062,ACC_03652,ACC_01691,23.86,2025-01-01 01:15:00,0,Standard_Retail
TXN_BASE_0000063,ACC_02439,ACC_00613,21.42,2025-01-01 01:15:00,0,Standard_Retail
TXN_BASE_0000064,ACC_00982,ACC_04741,238.66,2025-01-01 01:18:00,0,Standard_Retail
TXN_BASE_0000065,ACC_03626,ACC_03714,458.28,2025-01-01 01:19:00,0,Standard_Retail
TXN_BASE_0000066,ACC_01594,ACC_02820,82.57,2025-01-01 01:19:00,0,Standard_Retail
TXN_BASE_0000067,ACC_01918,ACC_03519,300.14,2025-01-01 01:22:00,0,Standard_Retail
TXN_BASE_0000068,ACC_01073,ACC_04972,138.93,2025-01-01 01:22:00,0,Standard_Retail
TXN_BASE_0000069,ACC_04683,ACC_00393,41.51,2025-01-01 01:24:00,0,Standard_Retail
TXN_BASE_0000070,ACC_02121,ACC_03211,138.89,2025-01-01 01:28:00,0,Standard_Retail
TXN_BASE_0000071,ACC_04585,ACC_00213,570.0,2025-01-01 01:28:00,0,Standard_Retail
TXN_BASE_0000072,ACC_00088,ACC_04449,86.23,2025-01-01 01:29:00,0,Standard_Retail
TXN_BASE_0000073,ACC_00294,ACC_04956,588.5,2025-01-01 01:30:00,0,Standard_Retail
TXN_BASE_0000074,ACC_04420,ACC_04641,10.0,2025-01-01 01:31:00,0,Standard_Retail
TXN_BASE_0000075,ACC_04488,ACC_00807,241.36,2025-01-01 01:32:00,0,Standard_Retail
TXN_BASE_0000076,ACC_03932,ACC_02303,99.93,2025-01-01 01:32:00,0,Standard_Retail
TXN_BASE_0000077,ACC_00190,ACC_00996,62.88,2025-01-01 01:33:00,0,Standard_Retail
TXN_BASE_0000078,ACC_03336,ACC_01822,9725.52,2025-01-01 01:35:00,0,Counter_Leakage_Structuring
TXN_BASE_0000079,ACC_00697,ACC_01519,10.0,2025-01-01 01:36:00,0,Standard_Retail
TXN_BASE_0000080,ACC_03598,ACC_01301,69.16,2025-01-01 01:40:00,0,Standard_Retail
TXN_BASE_0000081,ACC_02093,ACC_04261,138.18,2025-01-01 01:41:00,0,Standard_Retail
TXN_BASE_0000082,ACC_02023,ACC_04491,530.32,2025-01-01 01:42:00,0,Standard_Retail
TXN_BASE_0000083,ACC_00789,ACC_04825,48.33,2025-01-01 01:44:00,0,Standard_Retail
TXN_BASE_0000084,ACC_03513,ACC_04147,34.12,2025-01-01 01:51:00,0,Standard_Retail
TXN_BASE_0000085,ACC_00146,ACC_00039,49.3,2025-01-01 01:52:00,0,Standard_Retail
TXN_BASE_0000086,ACC_02602,ACC_03366,270.02,2025-01-01 01:56:00,0,Standard_Retail
TXN_BASE_0000087,ACC_01377,ACC_04686,133.55,2025-01-01 01:58:00,0,Standard_Retail
TXN_BASE_0000088,ACC_04485,ACC_04231,47.67,2025-01-01 01:59:00,0,Standard_Retail
TXN_BASE_0000089,ACC_03270,ACC_04432,166.65,2025-01-01 02:01:00,0,Standard_Retail
TXN_BASE_0000090,ACC_04300,ACC_00960,101.14,2025-01-01 02:01:00,0,Standard_Retail
TXN_BASE_0000091,ACC_01280,ACC_04849,287.83,2025-01-01 02:01:00,0,Standard_Retail
TXN_BASE_0000092,ACC_03291,ACC_04314,38.77,2025-01-01 02:02:00,0,Standard_Retail
TXN_BASE_0000093,ACC_00628,ACC_03935,60.75,2025-01-01 02:10:00,0,Standard_Retail
TXN_BASE_0000094,ACC_04918,ACC_00399,56.23,2025-01-01 02:12:00,0,Standard_Retail
TXN_BASE_0000095,ACC_01557,ACC_00909,15.55,2025-01-01 02:15:00,0,Standard_Retail
TXN_BASE_0000096,ACC_02132,ACC_04212,128.42,2025-01-01 02:18:00,0,Standard_Retail
TXN_BASE_0000097,ACC_00197,ACC_04992,123.13,2025-01-01 02:18:00,0,Standard_Retail
TXN_BASE_0000098,ACC_00770,ACC_03920,90.57,2025-01-01 02:20:00,0,Standard_Retail
TXN_BASE_0000099,ACC_00028,ACC_01168,67.93,2025-01-01 02:21:00,0,Standard_Retail
TXN_BASE_0000100,ACC_03029,ACC_04467,16.47,2025-01-01 02:22:00,0,Standard_Retail
TXN_BASE_0000101,ACC_02253,ACC_02103,7776.22,2025-01-01 02:23:00,0,Counter_Leakage_Structuring
TXN_BASE_0000102,ACC_04983,ACC_04684,59.66,2025-01-01 02:23:00,0,Standard_Retail
TXN_BASE_0000103,ACC_02373,ACC_02199,34.37,2025-01-01 02:23:00,0,Standard_Retail
TXN_BASE_0000104,ACC_01784,ACC_04448,74.18,2025-01-01 02:25:00,0,Standard_Retail
TXN_BASE_0000105,ACC_01387,ACC_00933,146.18,2025-01-01 02:27:00,0,Standard_Retail
TXN_BASE_0000106,ACC_01820,ACC_00021,865.6,2025-01-01 02:29:00,0,Standard_Retail
TXN_BASE_0000107,ACC_03485,ACC_01160,111.0,2025-01-01 02:33:00,0,Standard_Retail
TXN_BASE_0000108,ACC_00382,ACC_02530,122.62,2025-01-01 02:40:00,0,Standard_Retail
TXN_BASE_0000109,ACC_04362,ACC_00037,82.32,2025-01-01 02:46:00,0,Standard_Retail
TXN_BASE_0000110,ACC_04925,ACC_04692,10.0,2025-01-01 02:46:00,0,Standard_Retail
TXN_BASE_0000111,ACC_03034,ACC_02490,87.2,2025-01-01 02:48:00,0,Standard_Retail
TXN_BASE_0000112,ACC_02601,ACC_01174,96.76,2025-01-01 02:49:00,0,Standard_Retail
TXN_BASE_0000113,ACC_02814,ACC_00733,1730.02,2025-01-01 02:49:00,0,Standard_Retail
TXN_BASE_0000114,ACC_03459,ACC_03736,71.46,2025-01-01 02:50:00,0,Standard_Retail
TXN_BASE_0000115,ACC_04961,ACC_03931,129.26,2025-01-01 02:50:00,0,Standard_Retail
TXN_BASE_0000116,ACC_01804,ACC_00743,86.34,2025-01-01 02:56:00,0,Standard_Retail
TXN_BASE_0000117,ACC_03751,ACC_02543,22.14,2025-01-01 02:57:00,0,Standard_Retail
TXN_BASE_0000118,ACC_04505,ACC_00343,354.74,2025-01-01 02:57:00,0,Standard_Retail
TXN_BASE_0000119,ACC_01472,ACC_01579,221.92,2025-01-01 02:58:00,0,Standard_Retail
TXN_BASE_0000120,ACC_01180,ACC_02043,232.58,2025-01-01 03:01:00,0,Standard_Retail
TXN_BASE_0000121,ACC_01956,ACC_01284,30.23,2025-01-01 03:03:00,0,Standard_Retail
TXN_BASE_0000122,ACC_02933,ACC_00021,484.61,2025-01-01 03:05:00,0,Standard_Retail
TXN_BASE_0000123,ACC_00990,ACC_03919,16.74,2025-01-01 03:10:00,0,Standard_Retail
TXN_BASE_0000124,ACC_00798,ACC_03708,182.04,2025-01-01 03:12:00,0,Standard_Retail
TXN_BASE_0000125,ACC_01993,ACC_01163,1247.06,2025-01-01 03:14:00,0,Standard_Retail
TXN_BASE_0000126,ACC_04737,ACC_01837,27.42,2025-01-01 03:16:00,0,Standard_Retail
TXN_BASE_0000127,ACC_01944,ACC_04042,45.62,2025-01-01 03:17:00,0,Standard_Retail
TXN_BASE_0000128,ACC_04168,ACC_03308,8219.67,2025-01-01 03:17:00,0,Counter_Leakage_Structuring
TXN_BASE_0000129,ACC_01113,ACC_02633,49.2,2025-01-01 03:18:00,0,Standard_Retail
TXN_BASE_0000130,ACC_00114,ACC_03638,14.0,2025-01-01 03:18:00,0,Standard_Retail
TXN_BASE_0000131,ACC_02094,ACC_02250,97.74,2025-01-01 03:19:00,0,Standard_Retail
TXN_BASE_0000132,ACC_04185,ACC_00555,25.16,2025-01-01 03:21:00,0,Standard_Retail
TXN_BASE_0000133,ACC_04075,ACC_04618,158.91,2025-01-01 03:21:00,0,Standard_Retail
TXN_BASE_0000134,ACC_04223,ACC_01963,29.87,2025-01-01 03:21:00,0,Standard_Retail
TXN_BASE_0000135,ACC_04805,ACC_04282,578.2,2025-01-01 03:21:00,0,Standard_Retail
TXN_BASE_0000136,ACC_04711,ACC_04105,35.17,2025-01-01 03:22:00,0,Standard_Retail
TXN_BASE_0000137,ACC_01762,ACC_00172,61.16,2025-01-01 03:24:00,0,Standard_Retail
TXN_BASE_0000138,ACC_03286,ACC_03356,238.94,2025-01-01 03:29:00,0,Standard_Retail
TXN_BASE_0000139,ACC_04873,ACC_00371,20.55,2025-01-01 03:31:00,0,Standard_Retail
TXN_BASE_0000140,ACC_02096,ACC_03966,118.27,2025-01-01 03:31:00,0,Standard_Retail
TXN_BASE_0000141,ACC_02517,ACC_03392,432.06,2025-01-01 03:32:00,0,Standard_Retail
TXN_BASE_0000142,ACC_01897,ACC_01639,13.08,2025-01-01 03:33:00,0,Standard_Retail
TXN_BASE_0000143,ACC_04963,ACC_04488,112.34,2025-01-01 03:33:00,0,Standard_Retail
TXN_BASE_0000144,ACC_00716,ACC_01818,122.96,2025-01-01 03:38:00,0,Standard_Retail
TXN_BASE_0000145,ACC_00852,ACC_02709,230.02,2025-01-01 03:39:00,0,Standard_Retail
TXN_BASE_0000146,ACC_00589,ACC_02230,20.4,2025-01-01 03:40:00,0,Standard_Retail
TXN_BASE_0000147,ACC_03556,ACC_01135,18.46,2025-01-01 03:41:00,0,Standard_Retail
TXN_BASE_0000148,ACC_04715,ACC_03785,168.4,2025-01-01 03:44:00,0,Standard_Retail
TXN_BASE_0000149,ACC_00923,ACC_00375,128.56,2025-01-01 03:46:00,0,Standard_Retail
TXN_BASE_0000150,ACC_00544,ACC_03138,121.58,2025-01-01 03:49:00,0,Standard_Retail
TXN_BASE_0000151,ACC_04668,ACC_02243,136.42,2025-01-01 03:51:00,0,Standard_Retail
TXN_BASE_0000152,ACC_04117,ACC_02062,39.8,2025-01-01 03:54:00,0,Standard_Retail
TXN_BASE_0000153,ACC_02780,ACC_01522,118.95,2025-01-01 03:55:00,0,Standard_Retail
TXN_BASE_0000154,ACC_03102,ACC_04123,127.96,2025-01-01 03:58:00,0,Standard_Retail
TXN_BASE_0000155,ACC_01131,ACC_03367,38.2,2025-01-01 03:59:00,0,Standard_Retail
TXN_BASE_0000156,ACC_02820,ACC_01933,8408.53,2025-01-01 04:00:00,0,Counter_Leakage_Structuring
TXN_BASE_0000157,ACC_02311,ACC_01727,158.95,2025-01-01 04:00:00,0,Standard_Retail
TXN_BASE_0000158,ACC_02179,ACC_03679,8896.71,2025-01-01 04:00:00,0,Counter_Leakage_Structuring
TXN_BASE_0000159,ACC_01040,ACC_04945,197.92,2025-01-01 04:02:00,0,Standard_Retail
TXN_BASE_0000160,ACC_01398,ACC_03202,27.95,2025-01-01 04:04:00,0,Standard_Retail
TXN_BASE_0000161,ACC_01954,ACC_03351,231.48,2025-01-01 04:07:00,0,Standard_Retail
TXN_BASE_0000162,ACC_02700,ACC_03741,361.52,2025-01-01 04:08:00,0,Standard_Retail
TXN_BASE_0000163,ACC_02202,ACC_04994,33.62,2025-01-01 04:08:00,0,Standard_Retail
TXN_BASE_0000164,ACC_01327,ACC_04981,286.02,2025-01-01 04:08:00,0,Standard_Retail
TXN_BASE_0000165,ACC_01589,ACC_03740,147.72,2025-01-01 04:10:00,0,Standard_Retail
TXN_BASE_0000166,ACC_03158,ACC_04015,241.4,2025-01-01 04:11:00,0,Standard_Retail
TXN_BASE_0000167,ACC_01981,ACC_04673,876.69,2025-01-01 04:13:00,0,Standard_Retail
TXN_BASE_0000168,ACC_04350,ACC_00022,67.06,2025-01-01 04:14:00,0,Standard_Retail
TXN_BASE_0000169,ACC_01435,ACC_02533,36.43,2025-01-01 04:14:00,0,Standard_Retail
TXN_BASE_0000170,ACC_00396,ACC_03649,30.96,2025-01-01 04:15:00,0,Standard_Retail
TXN_BASE_0000171,ACC_01112,ACC_01512,33.82,2025-01-01 04:16:00,0,Standard_Retail
TXN_BASE_0000172,ACC_03121,ACC_00575,82.06,2025-01-01 04:19:00,0,Standard_Retail
TXN_BASE_0000173,ACC_01119,ACC_04334,135.56,2025-01-01 04:20:00,0,Standard_Retail
TXN_BASE_0000174,ACC_02433,ACC_04000,125.47,2025-01-01 04:20:00,0,Standard_Retail
TXN_BASE_0000175,ACC_01351,ACC_02563,242.89,2025-01-01 04:24:00,0,Standard_Retail
TXN_BASE_0000176,ACC_00119,ACC_00414,91.43,2025-01-01 04:26:00,0,Standard_Retail
TXN_BASE_0000177,ACC_00473,ACC_03689,515.04,2025-01-01 04:28:00,0,Standard_Retail
TXN_BASE_0000178,ACC_01223,ACC_00441,65.52,2025-01-01 04:31:00,0,Standard_Retail
TXN_BASE_0000179,ACC_04884,ACC_03198,2354.78,2025-01-01 04:33:00,0,Standard_Retail
TXN_BASE_0000180,ACC_02577,ACC_01443,190.72,2025-01-01 04:36:00,0,Standard_Retail
TXN_BASE_0000181,ACC_03000,ACC_00074,32.18,2025-01-01 04:37:00,0,Standard_Retail
TXN_BASE_0000182,ACC_03954,ACC_01381,24.9,2025-01-01 04:38:00,0,Standard_Retail
TXN_BASE_0000183,ACC_01069,ACC_04580,160.61,2025-01-01 04:45:00,0,Standard_Retail
TXN_BASE_0000184,ACC_00215,ACC_01770,68.84,2025-01-01 04:48:00,0,Standard_Retail
TXN_BASE_0000185,ACC_02242,ACC_03790,212.05,2025-01-01 04:52:00,0,Standard_Retail
TXN_BASE_0000186,ACC_03923,ACC_03143,158.84,2025-01-01 04:53:00,0,Standard_Retail
TXN_BASE_0000187,ACC_01462,ACC_04267,82.48,2025-01-01 04:54:00,0,Standard_Retail
TXN_BASE_0000188,ACC_02862,ACC_04889,32.58,2025-01-01 04:54:00,0,Standard_Retail
TXN_BASE_0000189,ACC_01566,ACC_02207,8123.68,2025-01-01 04:54:00,0,Counter_Leakage_Structuring
TXN_BASE_0000190,ACC_01739,ACC_03383,52.68,2025-01-01 04:55:00,0,Standard_Retail
TXN_BASE_0000191,ACC_03066,ACC_00495,251.56,2025-01-01 04:56:00,0,Standard_Retail
TXN_BASE_0000192,ACC_00474,ACC_02057,116.39,2025-01-01 04:56:00,0,Standard_Retail
TXN_BASE_0000193,ACC_00450,ACC_02990,20.19,2025-01-01 04:56:00,0,Standard_Retail
TXN_BASE_0000194,ACC_03348,ACC_03369,110.81,2025-01-01 04:56:00,0,Standard_Retail
TXN_BASE_0000195,ACC_03009,ACC_02282,142.93,2025-01-01 04:59:00,0,Standard_Retail
TXN_BASE_0000196,ACC_02565,ACC_02955,31.17,2025-01-01 05:00:00,0,Standard_Retail
TXN_BASE_0000197,ACC_01638,ACC_00483,108.25,2025-01-01 05:03:00,0,Standard_Retail
TXN_BASE_0000198,ACC_04427,ACC_02958,96.53,2025-01-01 05:03:00,0,Standard_Retail
TXN_BASE_0000199,ACC_00487,ACC_01518,22.84,2025-01-01 05:04:00,0,Standard_Retail
TXN_BASE_0000200,ACC_01013,ACC_00176,138.29,2025-01-01 05:07:00,0,Standard_Retail
TXN_BASE_0000201,ACC_01169,ACC_00067,176.43,2025-01-01 05:07:00,0,Standard_Retail
TXN_BASE_0000202,ACC_03641,ACC_01777,330.19,2025-01-01 05:07:00,0,Standard_Retail
TXN_BASE_0000203,ACC_01055,ACC_02403,318.8,2025-01-01 05:08:00,0,Standard_Retail
TXN_BASE_0000204,ACC_02538,ACC_02976,17.23,2025-01-01 05:09:00,0,Standard_Retail
TXN_BASE_0000205,ACC_03934,ACC_00301,29.21,2025-01-01 05:09:00,0,Standard_Retail
TXN_BASE_0000206,ACC_00517,ACC_02387,167.01,2025-01-01 05:10:00,0,Standard_Retail
TXN_BASE_0000207,ACC_03291,ACC_01312,166.76,2025-01-01 05:10:00,0,Standard_Retail
TXN_BASE_0000208,ACC_02358,ACC_04246,167.01,2025-01-01 05:11:00,0,Standard_Retail
TXN_BASE_0000209,ACC_04378,ACC_02707,9166.2,2025-01-01 05:12:00,0,Standard_Retail
TXN_BASE_0000210,ACC_04053,ACC_01453,178.59,2025-01-01 05:12:00,0,Standard_Retail
TXN_BASE_0000211,ACC_01230,ACC_04549,351.66,2025-01-01 05:12:00,0,Standard_Retail
TXN_BASE_0000212,ACC_01487,ACC_00887,282.82,2025-01-01 05:14:00,0,Standard_Retail
TXN_BASE_0000213,ACC_01818,ACC_04368,196.7,2025-01-01 05:14:00,0,Standard_Retail
TXN_BASE_0000214,ACC_01854,ACC_04059,61.66,2025-01-01 05:14:00,0,Standard_Retail
TXN_BASE_0000215,ACC_00338,ACC_01804,223.8,2025-01-01 05:20:00,0,Standard_Retail
TXN_BASE_0000216,ACC_00475,ACC_02273,35.61,2025-01-01 05:21:00,0,Standard_Retail
TXN_BASE_0000217,ACC_01819,ACC_00684,67.75,2025-01-01 05:22:00,0,Standard_Retail
TXN_BASE_0000218,ACC_03976,ACC_02014,50.28,2025-01-01 05:24:00,0,Standard_Retail
TXN_BASE_0000219,ACC_03252,ACC_04755,99.31,2025-01-01 05:26:00,0,Standard_Retail
TXN_BASE_0000220,ACC_02187,ACC_03506,1447.5,2025-01-01 05:28:00,0,Standard_Retail
TXN_BASE_0000221,ACC_01677,ACC_03521,10.0,2025-01-01 05:29:00,0,Standard_Retail
TXN_BASE_0000222,ACC_03097,ACC_01690,205.1,2025-01-01 05:30:00,0,Standard_Retail
TXN_BASE_0000223,ACC_02268,ACC_04565,13.0,2025-01-01 05:33:00,0,Standard_Retail
TXN_BASE_0000224,ACC_02731,ACC_02797,51.09,2025-01-01 05:33:00,0,Standard_Retail
TXN_BASE_0000225,ACC_04132,ACC_00487,9441.68,2025-01-01 05:33:00,0,Counter_Leakage_Structuring
TXN_BASE_0000226,ACC_00372,ACC_00071,97.24,2025-01-01 05:33:00,0,Standard_Retail
TXN_BASE_0000227,ACC_00367,ACC_04677,24.7,2025-01-01 05:34:00,0,Standard_Retail
TXN_BASE_0000228,ACC_04172,ACC_03227,38.15,2025-01-01 05:34:00,0,Standard_Retail
TXN_BASE_0000229,ACC_00981,ACC_03950,203.47,2025-01-01 05:35:00,0,Standard_Retail
TXN_BASE_0000230,ACC_01549,ACC_04374,37.47,2025-01-01 05:36:00,0,Standard_Retail
TXN_BASE_0000231,ACC_04239,ACC_02188,116.72,2025-01-01 05:37:00,0,Standard_Retail
TXN_BASE_0000232,ACC_03456,ACC_04786,95.08,2025-01-01 05:39:00,0,Standard_Retail
TXN_BASE_0000233,ACC_04417,ACC_01412,41.19,2025-01-01 05:40:00,0,Standard_Retail
TXN_BASE_0000234,ACC_04126,ACC_03634,1179.37,2025-01-01 05:40:00,0,Standard_Retail
TXN_BASE_0000235,ACC_01122,ACC_03633,192.62,2025-01-01 05:42:00,0,Standard_Retail
TXN_BASE_0000236,ACC_01934,ACC_03895,10.0,2025-01-01 05:44:00,0,Standard_Retail
TXN_BASE_0000237,ACC_02424,ACC_00891,112.59,2025-01-01 05:45:00,0,Standard_Retail
TXN_BASE_0000238,ACC_03243,ACC_00956,40.68,2025-01-01 05:45:00,0,Standard_Retail
TXN_BASE_0000239,ACC_01231,ACC_04796,250.37,2025-01-01 05:46:00,0,Standard_Retail
TXN_BASE_0000240,ACC_03718,ACC_04235,34.78,2025-01-01 05:47:00,0,Standard_Retail
TXN_BASE_0000241,ACC_00955,ACC_02604,78.44,2025-01-01 05:47:00,0,Standard_Retail
TXN_BASE_0000242,ACC_00173,ACC_04543,165.01,2025-01-01 05:54:00,0,Standard_Retail
TXN_BASE_0000243,ACC_02292,ACC_01772,254.4,2025-01-01 05:55:00,0,Standard_Retail
TXN_BASE_0000244,ACC_02873,ACC_02334,21.32,2025-01-01 05:56:00,0,Standard_Retail
TXN_BASE_0000245,ACC_00029,ACC_01782,60.26,2025-01-01 05:56:00,0,Standard_Retail
TXN_BASE_0000246,ACC_03471,ACC_03738,50.91,2025-01-01 05:57:00,0,Standard_Retail
TXN_BASE_0000247,ACC_02675,ACC_03736,41.1,2025-01-01 05:59:00,0,Standard_Retail
TXN_BASE_0000248,ACC_03167,ACC_03508,748.85,2025-01-01 05:59:00,0,Standard_Retail
TXN_BASE_0000249,ACC_03126,ACC_02095,146.35,2025-01-01 06:01:00,0,Standard_Retail
TXN_BASE_0000250,ACC_04248,ACC_00618,19.82,2025-01-01 06:01:00,0,Standard_Retail
TXN_BASE_0000251,ACC_02255,ACC_00620,270.81,2025-01-01 06:03:00,0,Standard_Retail
TXN_BASE_0000252,ACC_04519,ACC_00459,1148.93,2025-01-01 06:03:00,0,Standard_Retail
TXN_BASE_0000253,ACC_00857,ACC_04745,310.74,2025-01-01 06:04:00,0,Standard_Retail
TXN_BASE_0000254,ACC_02484,ACC_04062,14.54,2025-01-01 06:04:00,0,Standard_Retail
TXN_BASE_0000255,ACC_02626,ACC_00598,50.35,2025-01-01 06:05:00,0,Standard_Retail
TXN_BASE_0000256,ACC_01365,ACC_02842,411.7,2025-01-01 06:05:00,0,Standard_Retail
TXN_BASE_0000257,ACC_04806,ACC_03422,38.51,2025-01-01 06:05:00,0,Standard_Retail
TXN_BASE_0000258,ACC_02843,ACC_03710,8501.23,2025-01-01 06:05:00,0,Counter_Leakage_Structuring
TXN_BASE_0000259,ACC_00016,ACC_02748,228.05,2025-01-01 06:07:00,0,Standard_Retail
